Senior Python разработчик (Intelligent Document Processing),от 200 000 до 400 000 ₽,"Python,PostgreSQL,Kubernetes,Apache Kafka",Москва,https://career.habr.com/vacancies/1000112266
Data Engineer ,,"Python,Java,SQL,DWH,ETL,Базы данных","Воронеж,Омск",https://career.habr.com/vacancies/1000112160
Senior python developer на продукт Golden Record (Big Data),,"FastAPI,GitLab,Python,PostgreSQL,Oracle,Redis,Aerospike,Apache Spark,Apache Airflow,Apache Kafka",Москва,https://career.habr.com/vacancies/1000111781
DevOps инженер,,"SQL,Kubernetes,CI/CD,Docker,Python,Bash,Git,Высоконагруженные системы",,https://career.habr.com/vacancies/1000112239
Python Developer,,"Python,Django,Celery,PostgreSQL","Москва,Екатеринбург,Минск",https://career.habr.com/vacancies/1000114025
Data engineer (ДИР),,"ETL,DWH,Python,SQL,Apache Airflow,SAS",,https://career.habr.com/vacancies/1000112235
Ведущий бизнес аналитик,,"SQL,DWH,Python,Git,Java,Oracle,Bash",,https://career.habr.com/vacancies/1000112213
DevOps / ML Engineer в Sber AI Lab,от 350 000 до 400 000 ₽,"DevOps,Python,Apache Hadoop,Apache Spark,Машинное обучение,PyTorch,Linux,CI/CD,Deep Learning",Москва,https://career.habr.com/vacancies/1000114421
Senior Data Engineer (проект CVM),,"Apache Spark,Python,SQL",Москва,https://career.habr.com/vacancies/1000112219
Senior DevOps Инженер,,"Python,Docker,Kubernetes,Высоконагруженные системы,Linux,Базы данных,Большие данные,DWH","Москва,Санкт-Петербург,Нижний Новгород",https://career.habr.com/vacancies/1000110176
Middle/Senior QA-инженер в Сервис коммерции,,"Python,Docker,Автоматизация тестирования,Регрессионное тестирование,CI/CD",Новосибирск,https://career.habr.com/vacancies/1000113100
Ведущий python-разработчик\Тимлид,,"Python,Django,PostgreSQL,Redis,RabbitMQ",Москва,https://career.habr.com/vacancies/1000114923
Python-разработчик (Маруся),,"Python,Docker,Базы данных,Linux,C++",,https://career.habr.com/vacancies/1000114172
Python разработчик (Цифровой ассистент Робот Макс),,"Python,PostgreSQL,Docker,NoSQL,Redis,SOLID,Asyncio,SQLalchemy,Kubernetes,Асинхронное программирование",,https://career.habr.com/vacancies/1000108051
Senior Data / ML Engineer (Персонализация),,"Python,SQL,Linux","Москва,Санкт-Петербург,Новосибирск",https://career.habr.com/vacancies/1000105479
Senior Backend Developer,от 2500 до 3500 $,"Git,Английский язык,Java,Golang,Python",,https://career.habr.com/vacancies/1000114910
ML engineer,от 200 000 до 280 000 ₽,"Python,FastAPI,Flash-программирование,Git,Bash,Apache Airflow,Docker",Москва,https://career.habr.com/vacancies/1000095254
Python-разработчик (VK рекламные технологии),,"Python,SQL,HTTP,Django,Golang,MySQL",Москва,https://career.habr.com/vacancies/1000109916
Ведущий Python разработчик (NocProject),,"Python,Django,TCP,Linux,PostgreSQL,ClickHouse",,https://career.habr.com/vacancies/1000114878
Data Scientist  / ML Инженер,,"Python,ClickHouse,Redis,Aerospike,Elasticsearch,Apache Kafka,Apache Spark",,https://career.habr.com/vacancies/1000113328
С++  OpenCV,от 200 000 до 250 000 ₽,"C++,Python,QT QML,Golang,Базы данных,OpenCV,Компьютерное зрение,Qt,QML,Объектно-ориентированное проектирование",,https://career.habr.com/vacancies/1000112482
Backend developer,,"Python,Django",,https://career.habr.com/vacancies/1000113781
Data Engineer,,"Python,SQL,PostgreSQL,Linux,Git",Екатеринбург,https://career.habr.com/vacancies/1000111003
Аналитик-Инженер ,,"SQL,Linux,Oracle PL/SQL,ETL,Java,Python,DWH,Разработка программного обеспечения",,https://career.habr.com/vacancies/1000114121
Разработчик Python + PHP,,"Python,PHP,PostgreSQL,Git,Базы данных,Docker,Laravel",,https://career.habr.com/vacancies/1000114543
Senior Backend Developer (Python),,"Python,Английский язык,AIOHTTP,MySQL,MongoDB,Redis,FastAPI",,https://career.habr.com/vacancies/1000112778
OLAP разработчик,,"Linux,Python,Высоконагруженные системы,Базы данных,OLAP,ETL,SQL,PostgreSQL",,https://career.habr.com/vacancies/1000114846
Технический менеджер Приватного облака (VK Cloud),,"Python,Golang,Linux,Kubernetes",Москва,https://career.habr.com/vacancies/1000110995
Инженер DevOps,,"Python,IDS,IPS Community Suite,Телекоммуникации,MPLS,VPN,Kubernetes,Linux",,https://career.habr.com/vacancies/1000103116
Продуктовый аналитик/Product Analyst (Senior),,"Python,SQL,Анализ данных,Яндекс.Метрика,Google Analytics,Маркетинговые исследования,Мониторинг и анализ рынка,Управление продуктами,Разработка продукта,Agile,Scrum",,https://career.habr.com/vacancies/1000095869
Python developer (Речевые технологии),от 200 000 до 400 000 ₽,"Python,Высоконагруженные системы",Москва,https://career.habr.com/vacancies/1000094948
Python developer (Dialog Policy),от 200 000 до 400 000 ₽,"Python,Высоконагруженные системы,Apache Kafka",Москва,https://career.habr.com/vacancies/1000094946
Python-разработчик (SmartApps),от 200 000 до 400 000 ₽,"Python,Django,PostgreSQL,Docker,Kubernetes,Высоконагруженные системы,Git",Москва,https://career.habr.com/vacancies/1000094944
Python-разработчик (Intelligent Search),от 200 000 до 400 000 ₽,"Python,Django,PostgreSQL,Docker,Elasticsearch,Apache Kafka,Kubernetes,Git",Москва,https://career.habr.com/vacancies/1000094943
Python-разработчик (направление B2B2C),от 200 000 до 400 000 ₽,"Python,Flask,PostgreSQL,Docker,Elasticsearch",Москва,https://career.habr.com/vacancies/1000094907
Python разработчик,,"Python,Linux",Москва,https://career.habr.com/vacancies/1000114411
Архитектор Linux,,"Git,PostgreSQL,Linux,Docker,Python,Разработка программного обеспечения",Москва,https://career.habr.com/vacancies/1000112949
"Senior developer (remote, with optional relocation to Estonia)",от 4000 до 4000 €,"Python,React,Angular,Node.js,MySQL,PostgreSQL,Redis,MongoDB,GraphQL,Английский язык",,https://career.habr.com/vacancies/1000113776
Data Engineer,,"SQL,Базы данных,DWH,ETL,Python",Минск,https://career.habr.com/vacancies/1000112813
Senior QA engineer на продукт МТС Аналитика (Big Data),,"Python,Selenium,Нагрузочное тестирование",Москва,https://career.habr.com/vacancies/1000114251
Senior Python developer на продукт ONEtools (Big Data),,"Python,Базы данных,PostgreSQL,Flask,Django,FastAPI",Москва,https://career.habr.com/vacancies/1000114236
Python-разработчик (Платформа Linux),от 250 000 до 350 000 ₽,"Python,Linux",Москва,https://career.habr.com/vacancies/1000112536
Программист,от 200 000 до 250 000 ₽,"Python,C,C++,C#",Москва,https://career.habr.com/vacancies/1000113894
Senior JavaScript developer/Ведущий JavaScript разработчик,,"JavaScript,Knockout.js,Python,Flask",Москва,https://career.habr.com/vacancies/1000102918
Data Scientist,,"SQL,Python","Минск,Варшава,Лимассол",https://career.habr.com/vacancies/1000111803
Senior QA Automation (Python),,"Автоматизация тестирования,Python,Selenium",,https://career.habr.com/vacancies/1000114213
Разработчик Python,,"Python,Высоконагруженные системы,Проектирование архитектуры приложений",Москва,https://career.habr.com/vacancies/1000108100
Ведущий разработчик Python,,"Python,Linux","Москва,Санкт-Петербург,Томск",https://career.habr.com/vacancies/1000114646
Solution Архитектор,,"Git,Django,Python,Golang",,https://career.habr.com/vacancies/1000114647
Senior Golang Developer,,"Golang,PostgreSQL,Docker,Kubernetes,Python",,https://career.habr.com/vacancies/1000108080
Главный эксперт по автоматизированному тестированию,,"Git,ООП,Python,Java",,https://career.habr.com/vacancies/1000113505
Специалист по добыче данных,от 250 000 ₽,"Парсинг,Python",,https://career.habr.com/vacancies/1000114586
Senior QA/SDET (Python),,"DevOps,Python,Linux",Москва,https://career.habr.com/vacancies/1000113491
Python Backend Developer   (Senior),,"Python,NumPy,Pandas,Git",Москва,https://career.habr.com/vacancies/1000114547
ML Engineer (Senior),,"Python,Git,NumPy,Pandas",Москва,https://career.habr.com/vacancies/1000114554
Инженер по нагрузочному тестированию в on-line кинотеатр KION (middle/senior),,"Java,Python",,https://career.habr.com/vacancies/1000103956
Python developer (Senior),от 360 000 до 480 000 ₽,"Python,Django,PostgreSQL,Redis,Высоконагруженные системы,RabbitMQ,Apache Kafka,ClickHouse,Elasticsearch",Санкт-Петербург,https://career.habr.com/vacancies/1000082651
Разработчик DWH,,"Python,PostgreSQL,DWH,NoSQL,Базы данных,ETL,Apache Airflow","Краснодар,Новосибирск,Ростов-на-Дону",https://career.habr.com/vacancies/1000112755
DevOps-инженер,,"Linux,Python,SQL,Docker,MongoDB,Nginx,Git,MySQL,NoSQL,Kubernetes",,https://career.habr.com/vacancies/1000082408
Senior Python-разработчик (Linux),,"Python,Linux,C,C++,Rust",,https://career.habr.com/vacancies/1000114477
Senior / Lead Data scientist,от 250 000 ₽,"SQL,Python,Базы данных",,https://career.habr.com/vacancies/1000114414
Data Analyst на продукт МТС Маркетолог (Big Data),,"SQL,Математическая статистика,Python",Москва,https://career.habr.com/vacancies/1000114382
Senior Data Scientist на продукт Customer Profile (Big Data),,"SQL,Python,Bash,Git,Машинное обучение,Математика,Математическая статистика",Москва,https://career.habr.com/vacancies/1000114381
Риск-технолог (Розничный кредитный конвейер),,"SQL,C#,Java,Python",Москва,https://career.habr.com/vacancies/1000111715
Senior Python Developer,от 5000 €,"Python,PostgreSQL,MongoDB,Redis,RabbitMQ,Kubernetes,Docker,Git,Grafana,AIOHTTP",,https://career.habr.com/vacancies/1000113049
ETL разработчик (Розничные риски),,"Python,PostgreSQL,Apache Airflow,SAS,DWH,ETL,Apache Hadoop",,https://career.habr.com/vacancies/1000113089
SDET (Ignite SE),,"Java,Python,PostgreSQL,SQL,Linux,Docker",Санкт-Петербург,https://career.habr.com/vacancies/1000112371
DevSecOps engineer,,Python,,https://career.habr.com/vacancies/1000113066
Fullstack Quality Engineer Senior [MTC Travel],,"Git,Docker,Linux,Golang,Python",Москва,https://career.habr.com/vacancies/1000111697
Automation test engineer (Python/Pytest),,"Python,Linux",Санкт-Петербург,https://career.habr.com/vacancies/1000113042
Automation test engineer,,"Linux,Python,Git,VMWare ESXi,Системы виртуализации,Openstack",Санкт-Петербург,https://career.habr.com/vacancies/1000113040
Application security/ Безопасность приложений,,"Python,Linux,Тестирование на проникновение,Информационная безопасность",Москва,https://career.habr.com/vacancies/1000088582
Senior Python Developer,от 4000 до 6000 $,"Python,Cuda,TensorFlow,Машинное обучение,Git",Белград,https://career.habr.com/vacancies/1000114716
QA Engineer (MTS Cloud),,"Python,ООП",Москва,https://career.habr.com/vacancies/1000114341
SDET/QA automation engineer (Python),,"Python,Linux,Автоматизация тестирования","Москва,Санкт-Петербург,Нижний Новгород",https://career.habr.com/vacancies/1000113034
QA Automation engineer (networking)/Инженер по автоматизации тестирования,,"Python,Linux,Автоматизация тестирования,Сетевые технологии","Москва,Санкт-Петербург,Нижний Новгород",https://career.habr.com/vacancies/1000113032
" Преподаватель “Программирование на Python”",,"Python,Django,Git,MySQL,Docker,ООП",,https://career.habr.com/vacancies/1000113948
Senior DevOps-инженер,от 250 000 до 350 000 ₽,"Docker,Kubernetes,CI/CD,Bash,Python,PHP,Git,Golang,Elasticsearch,MongoDB","Санкт-Петербург,Лимассол",https://career.habr.com/vacancies/1000110043
DevOps Engineer,от 200 000 до 300 000 ₽,"Git,Docker,Kubernetes,Python,Bash,CI/CD","Санкт-Петербург,Лимассол",https://career.habr.com/vacancies/1000110040
Senior DevSecOps engineer на продукт МТС Аналитика (Big Data),,"Python,Golang,PostgreSQL,Базы данных,Git,CI/CD,Docker,Kubernetes,Java,DevSecOps",Москва,https://career.habr.com/vacancies/1000114316
Middle/Senior Python Developer (Platform Virtualization),,"Python,Golang,REST,gRPC,PostgreSQL,Kubernetes",,https://career.habr.com/vacancies/1000111880
Senior Python backend developer (ML Space AI Cloud),,"Python,Golang,SQLalchemy,FastAPI,Kubernetes,PostgreSQL,Docker",,https://career.habr.com/vacancies/1000111881
Senior Backend Developer (Go) Kubernetes,,"Golang,gRPC,PostgreSQL,Docker,Kubernetes,Python",,https://career.habr.com/vacancies/1000111019
Team lead Data scientist,,"Python,SQL,Apache Hadoop,Git,Linux",Москва,https://career.habr.com/vacancies/1000107311
Ведущий data аналитик [CJ Monitoring & Discovery],,"Анализ данных,Большие данные,Алгоритмы и структуры данных,Python,SQL",Москва,https://career.habr.com/vacancies/1000114285
Senior QA Automation Python (Enablement platform),,Python,Москва,https://career.habr.com/vacancies/1000114276
Python-разработчик,,"Python,Linux",Москва,https://career.habr.com/vacancies/1000102709
Senior Backend Developer,от 250 000 до 380 000 ₽,"Python,Linux,PostgreSQL,Flask",,https://career.habr.com/vacancies/1000114798
Data Analyst на продукт МТС Аналитика (Big Data),,"SQL,Python,Математическая статистика,Большие данные",Москва,https://career.habr.com/vacancies/1000114490
Golang-разработчик (команда Календаря),,"Golang,PostgreSQL,Python,Docker,Kubernetes,gRPC,GraphQL",,https://career.habr.com/vacancies/1000106239
Senior Linux Developer,от 250 000 ₽,"Linux,C,C++,Python,Bash",Москва,https://career.habr.com/vacancies/1000106229
Python backend developer,,"Python,Docker,MongoDB,Golang",,https://career.habr.com/vacancies/1000114470
DevOps Engineer ,от 250 000 до 400 000 ₽,"Python,Linux,SQL",Москва,https://career.habr.com/vacancies/1000108774
Data analytic ,от 250 000 до 350 000 ₽,"Python,SQL",Москва,https://career.habr.com/vacancies/1000114027
Senior Data engineer,,"Python,Oracle,Apache Hadoop,Apache Airflow,Apache Kafka,Apache Spark,SQL,Большие данные",Москва,https://career.habr.com/vacancies/1000056711
Data engineer (Senior),,"Apache Hadoop,Apache Spark,Apache Airflow,Apache Kafka,Oracle,Python,SQL,Большие данные","Санкт-Петербург,Екатеринбург,Казань",https://career.habr.com/vacancies/1000073007
Software Architect (SWA),,"Телекоммуникации,Беспроводные технологии,ASIC,C++,Python,FPGA","Москва,Санкт-Петербург,Нижний Новгород",https://career.habr.com/vacancies/1000108927
Algorithms and Models Engineer (AME),,"Телекоммуникации,C++,Алгоритмы и структуры данных,Python,Цифровой сигнальный процессор,Обработка звука","Москва,Санкт-Петербург,Нижний Новгород",https://career.habr.com/vacancies/1000108926
Senior Data Engineer,,"Python,Apache Hadoop,Apache Spark,Apache Airflow,SQL",Липецк,https://career.habr.com/vacancies/1000106216
Data engineer (Senior),,"Python,Apache Spark,Apache Hadoop,Apache Airflow",Краснодар,https://career.habr.com/vacancies/1000106215
Senior Data Engineer,от 350 000 ₽,"Python,Apache Spark,Apache Hadoop,DWH,Apache Airflow",Новосибирск,https://career.habr.com/vacancies/1000106214
Data engineer (Senior),,"Python,Apache Airflow,Apache Spark,Apache Hadoop",,https://career.habr.com/vacancies/1000106213
Senior Data engineer,,"Python,Oracle,Apache Hadoop,Apache Airflow,Apache Kafka,Apache Spark,SQL,Большие данные",Архангельск,https://career.habr.com/vacancies/1000101591
Python developer (системный программист),,"Python,Linux,Golang",Москва,https://career.habr.com/vacancies/1000110827
DevOps инженер,,"Администрирование Linux,Python,Bash,PostgreSQL,CI/CD,DNS,VPN,GitLab,Nginx,Apache Tomcat",Казань,https://career.habr.com/vacancies/1000112678
DevOps Engineer ,,"Python,Linux,PostgreSQL,Docker,Высоконагруженные системы,Kubernetes,MongoDB,DevOps,Администрирование Linux",,https://career.habr.com/vacancies/1000100559
Data-инженер (команда Big Data Infrastructure),,"Apache Kafka,Apache Hadoop,Python,Java,Scala,ClickHouse,Apache Spark",,https://career.habr.com/vacancies/1000108884
Архитектор приложений/Ведущий аналитик,,"SQL,Python,Java,DWH",,https://career.habr.com/vacancies/1000113286
"Software engineer (Python, project-Telecom)",,"Python,Linux,Git,Osi model","Санкт-Петербург,Нижний Новгород",https://career.habr.com/vacancies/1000108461
Senior Python/Go Developer,,"Python,Prometheus,GitHub,GitLab,Docker,Kubernetes,Jira",,https://career.habr.com/vacancies/1000107579
Senior Python Developer,,"Python,Prometheus,GitHub,GitLab,Docker,Kubernetes,Jira",,https://career.habr.com/vacancies/1000107582
"Преподаватель курса ""DevOps-инженер. Интенсив""",от 100 000 до 140 000 ₽,"Git,Linux,Docker,Agile,Jenkins,DevOps,Ansible,Kubernetes,Python,Базы данных",,https://career.habr.com/vacancies/1000099780
